,point_A,point_B,haversine_dist,driving-car_dist,driving-car_time,foot-walking_dist,foot-walking_time,cycling-regular_dist,cycling-regular_time
1052,"[-0.3351189164313728, 39.47555653812926]","[-0.3734628916122127, 39.49773041844978]",4.111832964448089,5942.9,592.5,4854.7,3495.3,4900.5,1017.0
1053,"[-0.3953954990760241, 39.48523672982814]","[-0.356676093573277, 39.4355117782606]",6.451427833512389,9075.0,867.1,7899.7,5687.7,7963.2,1600.3
1054,"[-0.3124517953686468, 39.42595140060672]","[-0.351259083179591, 39.45999440310565]",5.043250210806726,,,7931.1,5710.3,8005.0,1762.4
1055,"[-0.4245092199972655, 39.501939162019774]","[-0.3286245430635479, 39.390900882117705]",14.840255170300912,19122.7,1108.9,18560.0,13363.0,19233.5,3963.2
1056,"[-0.3736498199351904, 39.44241694851582]","[-0.3199407437144654, 39.34777139049182]",11.491610026527834,16182.8,1111.6,16269.7,11714.1,17635.9,3783.9
1057,"[-0.4003868086129108, 39.49009374645975]","[-0.378574160519989, 39.48741445705629]",1.895404619046314,3778.7,467.3,2270.4,1634.6,2637.7,535.6
1058,"[-0.357757590301295, 39.483497342333294]","[-0.368005939673716, 39.47152754027705]",1.5953707798280596,2484.5,339.1,1737.2,1250.7,1711.9,342.4
1059,"[-0.3819134593513349, 39.47260827555334]","[-0.3347337494474502, 39.461188127361154]",4.244396053591939,5711.1,645.2,4911.2,3536.0,5007.1,1006.6
1060,"[-0.3915462895051536, 39.446526204127295]","[-0.4123261333091312, 39.45027720765246]",1.8323509511704967,7436.6,546.5,3277.2,2359.6,3087.3,618.5
1061,"[-0.401186764975341, 39.48284551108791]","[-0.3286376353241221, 39.47066319036658]",6.372490563389496,7728.1,796.4,7549.5,5435.5,7755.0,1557.7
1062,"[-0.3707748542152413, 39.49383390544952]","[-0.3657318012676598, 39.47700820585352]",1.9203369429214798,2891.2,390.0,2544.9,1832.3,2666.8,533.3
1063,"[-0.3918414393366369, 39.46487623094848]","[-0.3871115034875357, 39.47768436880534]",1.4809392944141662,2257.8,247.9,1971.8,1419.7,2358.4,531.6
1064,"[-0.4236037295824725, 39.49654068493232]","[-0.3880226994529945, 39.45843889025478]",5.222638498280975,6409.1,600.2,7132.0,5135.0,6855.4,1416.1
1065,"[-0.3931594625167085, 39.47113222820987]","[-0.3924744368637858, 39.48259022393148]",1.2754269013888977,1529.8,178.1,1746.9,1257.8,2054.4,410.9
1066,"[-0.322094633155501, 39.43912694693804]","[-0.3967415036135398, 39.52482769279238]",11.482739157550332,,,15217.3,10956.3,13375.7,2724.0
1067,"[-0.4080158147900649, 39.44374623478308]","[-0.3513722411526555, 39.43481523435538]",4.96464086139646,6149.8,598.8,7259.1,5226.5,8354.8,1717.6
1068,"[-0.4019756665062261, 39.48308123592132]","[-0.3932015233886829, 39.49409089849176]",1.4372359941329325,2215.8,231.8,2169.1,1561.8,2742.2,548.4
1069,"[-0.4036521414929747, 39.486359370529975]","[-0.3801214256633051, 39.52393735844824]",4.6406114537683765,8205.5,687.6,6269.3,4513.9,6573.7,1336.7
1070,"[-0.3311899255958876, 39.43305983449831]","[-0.3248474341966489, 39.45040701093267]",2.0043363860894368,5543.6,761.5,5566.3,4007.7,5543.6,1296.5
1071,"[-0.3603208037340715, 39.48576781212635]","[-0.3788114126296719, 39.48346553617129]",1.6073761686661825,2024.4,233.2,2096.8,1509.7,2089.8,427.5
1072,"[-0.3293188553288457, 39.44946509220229]","[-0.3435738936925588, 39.45867440884296]",1.5957972379546768,2712.8,418.7,2654.4,1911.1,2968.2,600.2
1073,"[-0.4004053904153594, 39.457227356138105]","[-0.3406951680486699, 39.47926584568764]",5.681218841263659,9500.1,938.7,7045.5,5072.7,7519.7,1524.4
1074,"[-0.3259370450109005, 39.35737251825311]","[-0.3362156335491648, 39.47052677915754]",12.613125608773048,14112.1,920.6,15452.0,11125.4,15011.2,3135.4
1075,"[-0.353772030884807, 39.48238324560272]","[-0.373224877133557, 39.50391656059407]",2.9188127993478616,4427.6,411.7,3665.7,2639.3,4214.9,888.8
1076,"[-0.3252213513255291, 39.44367285052295]","[-0.3331751275713775, 39.47797189198434]",3.8745225734494473,,,4381.9,3155.0,4817.8,1014.6
1077,"[-0.4289143455227698, 39.501016738074114]","[-0.4001719071086583, 39.49446463320872]",2.571566864709767,4409.4,447.2,3510.1,2527.2,4029.0,817.1
1078,"[-0.3580603512011632, 39.45152639287708]","[-0.2985117281273374, 39.4453552271102]",5.1589440812103495,,,7408.3,5334.0,7557.5,1592.9
1079,"[-0.3476830189241726, 39.44696668649163]","[-0.3536905744787171, 39.47998648832769]",3.7076771902266485,12816.2,1103.7,4762.6,3429.0,5397.7,1102.1
1080,"[-0.3373901484428692, 39.45906627169939]","[-0.4107120619192637, 39.47996855880772]",6.709274271322414,8539.5,832.2,8410.9,6055.7,8732.6,2037.6
1081,"[-0.3963805090225294, 39.4856051642441]","[-0.3892976580126454, 39.43868340740728]",5.252772679047152,6295.0,628.7,6493.5,4675.3,6250.3,1336.3
1082,"[-0.3734545304130726, 39.479534720314525]","[-0.3736952290483528, 39.5105230141772]",3.4458029606506972,4898.5,490.9,5088.3,3663.5,5065.1,1118.4
1083,"[-0.3507416758363443, 39.406882046237016]","[-0.3344104660085866, 39.40282181361322]",1.473991440972695,5220.1,585.3,5208.0,3749.7,4541.4,1148.1
1084,"[-0.3754340654812484, 39.44251230555284]","[-0.3323821550992928, 39.4711204432027]",4.876577859411619,6200.5,721.8,5810.5,4183.5,6244.9,1298.1
1085,"[-0.3643917905753019, 39.47306577255785]","[-0.3656747145080254, 39.48918648901296]",1.7959202852648295,2718.8,263.3,2261.7,1628.4,2701.8,544.2
1086,"[-0.3698213709311373, 39.4709650479476]","[-0.368177451291692, 39.49111774260281]",2.245314534361981,4459.6,592.3,2740.8,1973.3,2949.7,613.8
1087,"[-0.4059722008302124, 39.48898247570372]","[-0.397715890180283, 39.46968130574407]",2.2601474223167943,3606.7,445.7,2590.4,1865.1,2586.4,558.2
1088,"[-0.3934140842718317, 39.47643252814137]","[-0.3423147730309054, 39.47910985309318]",4.3958529331107075,7123.0,706.1,5285.9,3805.8,5655.3,1144.6
1089,"[-0.3675117556313881, 39.45529492553158]","[-0.3584855604736043, 39.44734066834154]",1.1759727619660814,2326.1,244.6,1364.9,982.7,1385.4,277.1
1090,"[-0.3934406868355826, 39.4731694819388]","[-0.340278967636192, 39.45974052019925]",4.801605468563128,6135.2,687.4,5741.1,4133.5,5657.4,1131.4
1091,"[-0.3263577897011263, 39.44310772997251]","[-0.4128063901741817, 39.46806367169224]",7.923882492415589,,,10441.1,7517.4,10672.2,2219.1
1092,"[-0.336234094075484, 39.45891312070448]","[-0.3613839238552164, 39.49694850982315]",4.748337882715587,6228.5,582.6,5981.1,4306.3,6641.0,1378.0
1093,"[-0.3629097894442962, 39.42382074968523]","[-0.3666131033226666, 39.44844033658676]",2.755985397382244,4067.0,356.1,4411.9,3176.6,3913.9,782.8
1094,"[-0.3880987344452477, 39.49618987565029]","[-0.3586373500383785, 39.45911061559469]",4.836658401637963,6302.5,638.3,5595.8,4028.9,5817.4,1274.9
1095,"[-0.3661471275625334, 39.49890383266527]","[-0.3669752775965524, 39.49522852843499]",0.4148069083872101,1220.8,174.4,1142.5,822.6,1094.4,254.7
1096,"[-0.374801387834574, 39.4559317132044]","[-0.3520706516546243, 39.47775134279989]",3.1135117597462822,3677.2,444.1,3958.3,2849.9,3871.2,774.2
1097,"[-0.3889032557366139, 39.46647327968383]","[-0.4040030126664858, 39.49133469372518]",3.0531586018197956,3376.5,367.2,3847.6,2770.2,4330.1,909.3
1098,"[-0.3492484089224344, 39.46355126915867]","[-0.3879067234694635, 39.523559947853904]",7.451734134886582,10111.1,924.6,10054.4,7239.1,9365.1,1895.6
1099,"[-0.3123706669069797, 39.42457972521898]","[-0.3429750336475404, 39.46651627733756]",5.352647080496931,,,7240.1,5212.8,7324.3,1624.8
1100,"[-0.3154222601264694, 39.35234079604685]","[-0.3955230501290593, 39.43266710034362]",11.2764604442817,16421.7,1228.3,15437.7,11115.1,12977.0,2767.7
1101,"[-0.3754600787240232, 39.4942194851028]","[-0.3477798722950044, 39.45269830271839]",5.192400834289559,6179.6,707.1,5960.3,4291.4,6769.4,1400.8
1102,"[-0.3757362724814095, 39.44849957348664]","[-0.3378903003620183, 39.46579131555378]",3.77549618166761,5705.5,677.8,4689.8,3376.6,5523.8,1124.4
1103,"[-0.3380471099687953, 39.43034473755405]","[-0.3596656099869751, 39.454871694116775]",3.2991349404897856,4321.1,293.3,4534.6,3264.9,4500.9,1001.0
1104,"[-0.37987409593147, 39.461869811563695]","[-0.3289244193120265, 39.462392958107245]",4.374287437130608,5666.5,660.1,5255.7,3784.0,5695.9,1157.9
1105,"[-0.4232730490125421, 39.44930340284253]","[-0.3533212519332256, 39.436885637665895]",6.163485541967037,10467.1,955.4,8779.1,6320.9,8869.3,1807.6
1106,"[-0.3750519314882165, 39.47994327545948]","[-0.4107135306483833, 39.4963662751052]",3.5637556516923197,6311.7,570.8,5799.2,4175.3,5851.9,1299.5
1107,"[-0.3683465414139732, 39.47689561350736]","[-0.4003270272658831, 39.48453882283303]",2.8732806201749703,4457.9,492.2,3756.2,2704.4,3878.4,785.6
1108,"[-0.3589376884909419, 39.46946391476024]","[-0.3680012992273022, 39.49100072746739]",2.5179551047433515,3716.7,399.2,3207.3,2309.2,3241.4,648.3
1109,"[-0.3917252815423647, 39.49666878398664]","[-0.3885967378528511, 39.46385175167087]",3.6589528426441715,5427.2,592.8,4442.8,3198.8,5016.0,1003.2
1110,"[-0.3923992453335126, 39.449050595015656]","[-0.3359915000943811, 39.481563933123816]",6.042997764872552,8151.1,973.1,7541.2,5429.6,8025.6,1609.2
1111,"[-0.37586474142272, 39.49527979803552]","[-0.4100115034327541, 39.475792038557735]",3.6445892828848088,6313.0,650.6,4947.2,3561.9,4871.0,1170.2
1112,"[-0.3504903414844035, 39.46527568682615]","[-0.3786040918098519, 39.44265478343308]",3.4861446569397154,5094.4,561.6,4420.4,3182.7,4611.3,922.2
1113,"[-0.3938189055238947, 39.44305201092089]","[-0.3839205863576826, 39.4866695604937]",4.923921006606709,6168.7,707.9,5742.4,4134.4,6014.5,1202.9
1114,"[-0.3382181826429192, 39.47067490552398]","[-0.3803909200915256, 39.441976645033385]",4.826258535449035,6568.0,590.7,6087.2,4382.7,6181.9,1249.4
1115,"[-0.3533193335857201, 39.4597027787887]","[-0.3429958171907677, 39.46312878355713]",0.9646644032515308,1321.8,133.7,1328.6,956.6,1349.3,269.9
1116,"[-0.3457772520498445, 39.457463022528906]","[-0.3831426198265868, 39.43769439718045]",3.8891822909036025,7769.2,445.8,4524.4,3257.5,4549.4,909.8
1117,"[-0.3815932297336286, 39.47165330232127]","[-0.3965775843766032, 39.49116227369454]",2.521841548607875,3381.7,464.8,3073.5,2212.9,3019.8,650.2
1118,"[-0.3107874236719004, 39.444800100771545]","[-0.4058102671280663, 39.48122815997599]",9.10769496661656,,,12885.7,9277.6,13352.1,2777.4
1119,"[-0.3576593533600771, 39.50042371308373]","[-0.3714347802995897, 39.45799927612952]",4.863282455373124,6442.0,643.1,6130.1,4413.6,6933.0,1386.7
1120,"[-0.3669835052841665, 39.47540205478831]","[-0.3754742757483049, 39.51814584201762]",4.808405917859657,6464.4,678.6,6263.0,4509.3,5966.6,1204.9
1121,"[-0.3414762122156798, 39.46674743982481]","[-0.409076704722625, 39.4525506902788]",6.014403554245725,10948.0,866.8,7546.7,5433.5,8713.2,1742.6
1122,"[-0.4043203400617685, 39.46928725299099]","[-0.3226857521604243, 39.36929583357737]",13.145192775729228,18377.1,1338.3,17758.9,12786.3,18260.2,3884.1
1123,"[-0.3599807738766656, 39.48844682841803]","[-0.3770609557015317, 39.46572475097652]",2.9210765945290964,4132.3,495.8,3516.1,2531.6,3659.2,770.9
1124,"[-0.3403733732789968, 39.45064999406471]","[-0.4006917807304322, 39.46268511355412]",5.348708271047101,10830.8,645.0,6964.3,5014.2,7760.5,1559.8
1125,"[-0.4078882698507715, 39.470942998200826]","[-0.4077802035074546, 39.49250248660783]",2.3973236724814453,3740.5,350.1,3044.2,2191.8,3122.6,627.7
1126,"[-0.4070257685266436, 39.461732696195575]","[-0.3924479979474607, 39.46766940592807]",1.414857748352972,2504.2,250.0,1939.3,1396.3,2820.9,564.2
1127,"[-0.4062509623633123, 39.46876518158183]","[-0.4012101038299093, 39.46177435624987]",0.8896715500314647,1234.4,175.6,1277.7,919.9,1179.8,235.9
1128,"[-0.390075130363875, 39.47903531408821]","[-0.2973018214824288, 39.307381824539085]",20.685014853945855,23125.6,1641.5,24517.0,17652.1,25365.1,5296.5
1129,"[-0.3333745326458276, 39.45216264635594]","[-0.3432946233720164, 39.453429068402365]",0.8632915348244512,2201.4,296.1,1813.2,1305.5,1913.0,472.8
1130,"[-0.3366791106274195, 39.46056074853698]","[-0.380319251674056, 39.47845215172938]",4.241503182988722,6367.0,728.1,5138.0,3699.3,5093.3,1095.6
1131,"[-0.416835626211489, 39.446632057801175]","[-0.3433706066213502, 39.47011229089813]",6.826166531627418,11312.8,1073.2,8763.5,6309.6,9296.8,1864.7
1132,"[-0.4117246936742688, 39.495983539072775]","[-0.3349490653074228, 39.40033942453301]",12.512585899227796,21204.8,1178.7,17265.3,12430.9,17142.9,3705.3
1133,"[-0.3539579186595596, 39.47533935323186]","[-0.4007696046002096, 39.49166982164775]",4.408754021341191,6236.8,718.4,5341.8,3846.0,5526.6,1115.7
1134,"[-0.3533874424050763, 39.45723459931102]","[-0.4036663773675897, 39.48158787425464]",5.095072464836227,6759.2,783.9,5958.4,4290.0,6817.3,1384.4
1135,"[-0.391432482456286, 39.47729741494057]","[-0.3682292653537385, 39.43995156087285]",4.605744030486654,7069.9,737.6,7399.4,5327.5,7658.9,1659.6
1136,"[-0.3257233691741965, 39.48017881266386]","[-0.3884734963755352, 39.48582271562171]",5.421767232871064,7166.1,710.5,6607.1,4757.0,6656.7,1337.0
1137,"[-0.4043448702023979, 39.46502307112394]","[-0.3264029211830718, 39.4432008956517]",7.118241408430465,,,9346.3,6729.2,10438.4,2167.6
1138,"[-0.3340274632969567, 39.39110402951456]","[-0.3698243127970385, 39.45141537214563]",7.377635437518446,9522.4,551.1,12565.1,9046.8,12434.3,2616.9
1139,"[-0.3791444328825226, 39.475632811609]","[-0.3511051959856613, 39.47514237791444]",2.4072567023970914,5367.8,641.2,2985.4,2149.5,3609.5,761.9
1140,"[-0.3345540249844019, 39.421035857474514]","[-0.3830247772253074, 39.48003134024174]",7.768785287200047,9909.4,933.2,9644.0,6943.6,10142.3,2184.3
1141,"[-0.3480733817283596, 39.47125790714136]","[-0.3681646910919824, 39.48229398192873]",2.1164953053203583,3102.0,398.6,2597.4,1870.1,3112.0,647.7
1142,"[-0.382922964647532, 39.43887742635542]","[-0.3812841054104699, 39.46800710566872]",3.2421274139935856,4168.9,395.2,3944.7,2840.1,3818.7,777.3
1143,"[-0.3435053128866949, 39.47790028953896]","[-0.3547025144333868, 39.45765058479762]",2.448233457217658,2695.5,282.5,3022.6,2176.2,2977.9,646.8
1144,"[-0.4065650501871494, 39.4947799214968]","[-0.3699222325748431, 39.47601529338816]",3.7739080056789795,4960.8,530.5,4633.5,3336.1,4516.8,931.3
1145,"[-0.3457400199391645, 39.47931823210115]","[-0.3629483850284536, 39.46938622813315]",1.844263156128968,2234.1,230.9,2511.8,1808.5,2579.7,557.0
1146,"[-0.3678059494946835, 39.48760630097798]","[-0.3154954677113954, 39.33505238523925]",17.548414981216887,18820.9,1293.7,20452.6,14725.8,20919.6,4391.1
1147,"[-0.3269566214845374, 39.42765456014956]","[-0.3312468018588935, 39.48042464834586]",5.879315952138107,,,6840.6,4925.2,7020.0,1499.2
1148,"[-0.3160406654695328, 39.42477453738135]","[-0.3755808869767515, 39.47912382810034]",7.915559328063171,,,10370.1,7466.4,10530.3,2290.8
1149,"[-0.3609770177213495, 39.43640120896888]","[-0.3413815704288137, 39.42207499329015]",2.3173678953030734,3394.5,368.5,3651.6,2629.2,3734.0,822.6
1150,"[-0.3226379529162051, 39.46283707136809]","[-0.3293706306682582, 39.47536492351545]",1.5081579598007784,2410.7,287.4,1918.4,1381.3,1961.8,418.2
1151,"[-0.381116920580864, 39.46113476476653]","[-0.3653513944813973, 39.48564147271684]",3.0425193686210696,4768.5,489.3,3604.2,2595.0,3848.6,770.8
1152,"[-0.4162683786219179, 39.49366485814935]","[-0.341973648581162, 39.42924409174142]",9.591254957593902,12222.1,1148.8,12227.2,8803.4,13037.2,2737.7
1153,"[-0.3715072164068965, 39.48869077417534]","[-0.3695351685810861, 39.50197436424087]",1.4867289287945933,2310.4,243.5,1915.7,1379.3,2171.6,439.6
1154,"[-0.3332045920336424, 39.41074089153574]","[-0.3848482022046673, 39.47033162781952]",7.973345349381733,9588.0,698.3,9870.0,7106.4,10215.6,2143.9
1155,"[-0.3519077663266444, 39.45275092521797]","[-0.3812886292350445, 39.46610058840571]",2.9267458392989463,9846.4,704.4,3651.4,2629.0,4121.9,824.3
1156,"[-0.3555487363613094, 39.4576030795968]","[-0.3520196413684836, 39.46851677268285]",1.2507924322900668,2214.3,266.4,1618.2,1165.1,2237.9,539.5
1157,"[-0.4107168461032764, 39.49301579065322]","[-0.4064671207684924, 39.46249916863981]",3.4128405903615326,5684.9,747.2,5222.4,3760.1,5485.6,1215.9
1158,"[-0.3527122250411737, 39.48838685772177]","[-0.3438658982463186, 39.46740166286696]",2.4538654623021348,3261.8,310.4,3212.7,2313.1,3474.6,742.5
1159,"[-0.3693570676813837, 39.49259822963986]","[-0.3717702850751172, 39.42423347003757]",7.604637138598133,10360.7,987.7,10786.3,7766.0,11224.3,2270.5
1160,"[-0.3719065094123499, 39.517209093291605]","[-0.390047733952514, 39.487836546900255]",3.617993571403344,5016.0,531.1,5216.3,3755.7,4999.8,1010.5
1161,"[-0.3828404812022339, 39.51036273513534]","[-0.3793010856710362, 39.48572832580847]",2.7560047051511805,3604.8,382.2,3397.7,2446.3,3209.8,641.9
1162,"[-0.3945853309957481, 39.49252086468135]","[-0.3892854221136949, 39.4999394646183]",0.9419580522832652,1788.5,304.0,1190.4,857.1,1322.0,299.3
1163,"[-0.312203121301243, 39.33908663611659]","[-0.3732323851678165, 39.44500708619795]",12.8926919895292,,,17024.9,12257.9,17283.1,3651.5
1164,"[-0.3757694107319944, 39.4801995290807]","[-0.3345590784136428, 39.39695976768345]",9.909342523263922,10769.9,895.4,11990.7,8633.2,11824.7,2550.0
1165,"[-0.3633729478509993, 39.47223842788013]","[-0.3790091632055747, 39.45570842276326]",2.2760032448614487,4019.3,453.6,2728.9,1964.7,3044.1,616.3
1166,"[-0.3891621439371532, 39.476221393926586]","[-0.3854139988464943, 39.44691311888364]",3.274778051565234,4325.1,482.3,3835.9,2761.8,3923.5,876.1
1167,"[-0.3142791214161649, 39.35519634054421]","[-0.3909407257481895, 39.48793861364453]",16.162554350422756,19676.6,1504.0,19524.3,14057.4,19860.3,4142.8
1168,"[-0.3963257479176188, 39.52282686703123]","[-0.4013441508729078, 39.46706882766576]",6.214946979471384,8919.8,842.5,9382.3,6755.2,8955.4,1809.8
1169,"[-0.359261073150858, 39.49213526602142]","[-0.3148470100905207, 39.30597940447349]",21.048442494029345,22933.4,1888.0,24784.6,17844.8,25618.6,5475.2
1170,"[-0.3389625641157734, 39.46551606648043]","[-0.313738321572801, 39.43061516477043]",4.444282518765282,,,6998.1,5038.6,7978.1,1826.4
1171,"[-0.375192178044777, 39.45715233249153]","[-0.3728961057293461, 39.45826288482527]",0.2326097798399505,253.1,30.3,243.6,175.4,243.6,48.7
1172,"[-0.3423759967990701, 39.42124560791736]","[-0.2993213770585898, 39.30636416830135]",13.299661114048918,13722.7,912.2,15518.7,11173.4,15598.2,3262.9
1173,"[-0.374073265131487, 39.45407753554888]","[-0.3731990289776855, 39.45510378427239]",0.1365862089754319,638.8,143.8,345.2,248.5,640.8,128.1
1174,"[-0.402936620614719, 39.4715299179472]","[-0.3706258780964598, 39.49831845214931]",4.069624906263968,5738.0,583.8,4726.6,3403.1,5089.6,1042.1
1175,"[-0.3346659002914319, 39.45410057223335]","[-0.3953451844786921, 39.494292534937]",6.862885553911486,8919.7,865.1,8389.1,6040.1,8682.5,1746.4
1176,"[-0.3480228864840274, 39.45571001969205]","[-0.372548057763733, 39.47913390591897]",3.349054598683147,4674.9,482.3,3564.3,2566.2,3702.5,771.0
1177,"[-0.3620731918329331, 39.46583539335669]","[-0.3866541181716582, 39.47861204184017]",2.543635194804113,3746.0,405.3,3010.3,2167.4,3855.3,771.0
1178,"[-0.3306388945533808, 39.46404809537722]","[-0.4018908406137327, 39.47633111090441]",6.26673749551381,8943.9,972.0,7107.0,5117.0,8155.3,1643.0
1179,"[-0.3263541125492655, 39.443846515392366]","[-0.3395993731632632, 39.43512860078541]",1.494485524455426,,,3632.1,2615.1,4364.9,995.6
1180,"[-0.3770385163868736, 39.44476547377114]","[-0.3900771139625298, 39.447481602862034]",1.159609065539349,1311.3,201.6,1285.8,925.7,1288.5,290.2
1181,"[-0.3883181349213896, 39.49638895988843]","[-0.3764682723856028, 39.51493224393602]",2.298929255055557,2878.3,274.2,2932.9,2111.7,3116.4,623.3
1182,"[-0.3476807972298157, 39.4270947458447]","[-0.379983870360274, 39.47886933194709]",6.390319163999816,9774.6,942.6,9004.8,6483.4,9542.4,2117.3
1183,"[-0.3657699551619705, 39.47955826625821]","[-0.3741243438293083, 39.49264107155148]",1.6218196654707842,2665.7,315.0,2329.9,1677.5,2421.8,484.3
1184,"[-0.354332282692598, 39.46913056634016]","[-0.386405399920425, 39.44414397568821]",3.911750562068916,5716.0,598.6,5065.9,3647.4,5280.3,1056.0
1185,"[-0.4121519206851358, 39.465878479189854]","[-0.3787079915539021, 39.484726007105415]",3.554170293888456,4651.0,514.5,4519.8,3254.2,4575.9,1008.9
1186,"[-0.3380650381011656, 39.4712602523539]","[-0.3529661880596678, 39.45605472021502]",2.120159819532798,3481.8,382.5,2894.6,2084.1,3260.3,794.8
1187,"[-0.3916927558913663, 39.48370081056674]","[-0.3860233235797222, 39.47763246863834]",0.8319074016831643,1345.8,181.6,1627.4,1171.7,1935.5,443.9
1188,"[-0.2987946371825794, 39.31605154550067]","[-0.3707663356274932, 39.50359968828858]",21.751742353239752,,,25538.7,18387.7,25873.8,5569.8
1189,"[-0.3954677627405684, 39.455956123964754]","[-0.3268088145367789, 39.44841010372179]",5.954455409513094,,,7993.3,5755.1,8589.5,1749.2
1190,"[-0.4062648552023548, 39.457437561933325]","[-0.3996050121407782, 39.453249125774015]",0.7374596889338224,1109.9,155.8,1268.4,913.2,1253.1,250.6
1191,"[-0.402621379236816, 39.48998410783601]","[-0.3699587929942052, 39.500024307678544]",3.0168496130342204,5615.5,461.9,3835.9,2761.8,4819.0,969.9
1192,"[-0.3822927672867485, 39.46185347286124]","[-0.3399951840163492, 39.4790629403026]",4.104133381777504,6914.6,678.4,5199.2,3743.4,5371.9,1086.0
1193,"[-0.3923124708242384, 39.48756961488446]","[-0.3773760198771135, 39.45773862106044]",3.556197319860167,5119.4,562.8,4793.6,3451.3,4430.8,935.8
1194,"[-0.3861873755095644, 39.4925759850486]","[-0.3592992068429519, 39.47291862925227]",3.1784774616122,6498.9,551.6,4049.5,2915.6,4632.4,926.4
1195,"[-0.3386062067609284, 39.48199342878438]","[-0.3988108714526551, 39.45918048352373]",5.756806059933067,8810.2,964.4,7237.7,5211.1,8012.4,1617.7
1196,"[-0.3069597237108193, 39.310938447935214]","[-0.3355245036637165, 39.43847761751842]",14.39268241735289,16976.7,1393.1,17989.1,12952.1,17759.7,3748.9
1197,"[-0.4207234234559219, 39.499245964015465]","[-0.3685595007183337, 39.46001165469714]",6.25111394337839,8227.1,966.5,7591.3,5465.6,8341.8,1668.8
1198,"[-0.4106917919533266, 39.45131375768441]","[-0.4034852421907611, 39.44549730137447]",0.8950950856783568,8805.0,638.5,1648.7,1187.1,1648.7,329.7
1199,"[-0.3486317762755338, 39.4554796415376]","[-0.3893319931203999, 39.43595816168512]",4.11409277448744,6032.1,533.8,5288.7,3807.8,5433.9,1184.8
1200,"[-0.3573438996051059, 39.460588465679095]","[-0.2791288849344266, 39.28016460195602]",21.158843372735998,22416.1,1408.6,24764.4,17830.3,25190.6,5461.8
1201,"[-0.2858760788105152, 39.28508271817091]","[-0.3687773401983491, 39.51100924908134]",26.112293126048225,28385.5,1974.6,30855.4,22215.7,30664.7,6529.9
1202,"[-0.3448483294492892, 39.45430941371729]","[-0.3325953157126466, 39.407894550596005]",5.267293861958798,8278.6,751.9,6859.5,4938.8,7139.9,1545.0
1203,"[-0.333886714846559, 39.474674827618216]","[-0.3451836373837166, 39.4397310075352]",4.004792858062198,5510.1,689.5,5187.4,3734.9,5116.0,1033.7
1204,"[-0.3973515378805135, 39.46567315949155]","[-0.3764040361729887, 39.48857543635407]",3.1173244032431966,5781.4,537.0,4353.0,3134.1,4265.4,870.8
1205,"[-0.3175841208050392, 39.33733659872348]","[-0.400044540767174, 39.45578845181905]",14.956220746443462,18737.9,1233.8,20251.9,14581.3,21484.1,4577.1
1206,"[-0.3408433697708367, 39.446484222178185]","[-0.38692442858199, 39.49514352222158]",6.702304922445435,18457.0,893.6,7910.8,5695.7,9036.6,1837.4
1207,"[-0.4076026704142259, 39.46552423454678]","[-0.3803147792831642, 39.52785796678564]",7.315993879658579,13646.6,932.7,9586.3,6902.1,9799.3,1996.3
1208,"[-0.3635818624556646, 39.47286436612473]","[-0.390981814131067, 39.46105024072614]",2.694046362244614,5447.6,618.4,3348.1,2410.6,3663.3,821.5
1209,"[-0.351163702575224, 39.479216027964505]","[-0.3967433584885924, 39.48622559928191]",3.988636391438087,5848.6,606.3,5106.5,3676.6,5711.6,1142.3
1210,"[-0.4004452503783607, 39.45514091015333]","[-0.3762459964434355, 39.45098641508015]",2.128451714367504,4380.8,447.4,3153.5,2270.5,3041.9,608.4
1211,"[-0.3309880943167876, 39.37457249293652]","[-0.3274012492399299, 39.42487929660333]",5.602345080102076,7922.7,598.4,8010.5,5767.6,7984.5,1653.0
1212,"[-0.3797609702427761, 39.47271850917079]","[-0.4036368715051368, 39.47469068959436]",2.0610446176883097,3039.5,389.2,2357.9,1697.7,2935.3,619.1
1213,"[-0.4238138082153623, 39.49407077944068]","[-0.3490698488857403, 39.4886258277932]",6.442397926809568,9393.0,874.4,7754.9,5583.5,8338.2,1731.7
1214,"[-0.3575668377147903, 39.48081545423817]","[-0.3322965614458983, 39.37657145484978]",11.792854223371192,13297.4,848.3,14061.8,10124.4,14511.1,3003.3
1215,"[-0.3589804824504246, 39.48517383537477]","[-0.3825365158610025, 39.45622256759326]",3.8015599873185475,6427.0,685.1,4741.9,3414.1,4718.1,1006.4
1216,"[-0.357175180732777, 39.49995052239754]","[-0.4047618406047641, 39.47316762152238]",5.054335713026989,6845.4,703.8,6233.1,4487.8,6433.5,1341.9
1217,"[-0.4033378333998045, 39.49188478822317]","[-0.3841754363211154, 39.43857431235393]",6.1518602220501135,8495.4,801.9,8045.6,5792.7,8150.4,1679.2
1218,"[-0.292985430655117, 39.29764547260529]","[-0.4042659453143958, 39.49260138990375]",23.693427336720188,30994.4,1824.0,28227.7,20323.7,28700.3,6105.7
1219,"[-0.3402862900659907, 39.43022475385138]","[-0.382766659871779, 39.46100963899468]",5.002346027008367,6819.9,477.1,6857.0,4937.0,7164.3,1580.0
1220,"[-0.3389629854654009, 39.4277273423455]","[-0.3317238492321868, 39.48391094539567]",6.2781714483188304,8003.7,744.7,7581.2,5458.4,8444.9,1836.0
