,point_A,point_B,haversine_dist,driving-car_dist,driving-car_time,foot-walking_dist,foot-walking_time,cycling-regular_dist,cycling-regular_time
0,"[25.00953676240025, 60.24759383849304]","[24.88775275536744, 60.14892299411616]",12.871457974104361,23778.7,2294.5,15217.9,10956.6,15733.7,3164.9
1,"[24.919765530797928, 60.18842478386016]","[24.947551614758684, 60.22697680370396]",4.553369174272527,5508.3,800.8,5264.8,3790.6,5384.1,1076.8
2,"[24.899598315290348, 60.19538515596029]","[24.90438744490755, 60.16337936784193]",3.5687202946401797,5363.5,920.0,4470.6,3218.8,4996.4,1000.0
3,"[25.025787097878148, 60.16898996492218]","[25.08164293589328, 60.16671609093048]",3.100000332314711,4209.0,540.6,3745.1,2696.4,4045.5,860.4
4,"[25.03550168369068, 60.256396669605934]","[25.048088658824184, 60.161793310847045]",10.542372009555699,18013.9,2064.3,12546.2,9033.1,12833.6,2641.7
5,"[24.905918049707804, 60.21844291829859]","[24.866788619388146, 60.24956631087387]",4.079567224758836,8358.9,990.9,4742.4,3414.4,4873.6,985.1
6,"[24.921443739601685, 60.21839581063988]","[25.01975158609106, 60.1697113297939]",7.670027171126019,14456.6,1758.3,13597.3,9789.8,14226.7,2943.0
7,"[24.85918055732956, 60.23723654856589]","[25.119769498946656, 60.23725042568233]",14.384044331917801,18809.5,1747.4,16780.3,12081.6,16856.3,3371.9
8,"[24.8722794512636, 60.1884433980476]","[24.97703194207319, 60.22446221609788]",7.038256357687432,9255.9,1501.7,8402.1,6049.4,8746.6,1846.3
9,"[24.946275746527025, 60.26040592982392]","[24.955917397029623, 60.16083120159277]",11.085008510945718,13280.3,1786.0,12339.1,8884.0,13761.5,2773.4
10,"[24.899565735245965, 60.16352532507821]","[25.02184831080584, 60.27898214182832]",14.505984520820084,20721.6,2430.3,17121.8,12327.4,17653.9,3586.5
11,"[25.046844355339253, 60.17611462989853]","[25.181146238398696, 60.20139372194053]",7.938505983926344,13360.2,1742.9,11207.4,8069.2,11785.3,2574.0
12,"[24.89212104298677, 60.20876762564679]","[24.889008177653476, 60.20689700727235]",0.2698927869357081,414.3,89.0,334.8,241.0,438.4,87.7
13,"[24.93670141709662, 60.18956398646036]","[25.12342237637519, 60.22760257802996]",11.1491518520859,13503.8,1601.4,13453.7,9686.4,14035.5,2865.9
14,"[24.98108900934618, 60.23718403148637]","[25.190596002411688, 60.25488970291604]",11.727744569816949,16277.9,1015.5,13907.5,10013.3,14625.3,2986.6
15,"[24.982479197865256, 60.239717051167936]","[24.94712517272112, 60.158307196639335]",9.26080083650162,13980.5,1947.6,10597.1,7629.7,12083.8,2480.3
16,"[25.08681777796985, 60.23097781904968]","[24.98269684547268, 60.238699570451445]",5.8114928550438245,7451.0,810.3,7062.7,5085.1,7371.3,1503.4
17,"[24.890571869861205, 60.21486866093076]","[24.887188472942118, 60.20354849590881]",1.2725473951416866,2438.5,461.6,1703.6,1226.6,1640.1,329.2
18,"[25.018776208264036, 60.28373443566951]","[25.14843122490708, 60.21649847628911]",10.34763218599764,13455.9,1222.6,12192.7,8778.6,12372.2,2495.2
19,"[24.96661512750805, 60.2597451479289]","[24.86872932558813, 60.205575233768045]",8.09218661599944,11255.4,1291.1,9665.9,6959.3,10143.5,2050.9
20,"[25.04864419051297, 60.21154644062607]","[24.895519767682742, 60.217115952852375]",8.48075057533517,13388.7,1797.5,10938.7,7875.7,11310.3,2273.3
21,"[24.972436813504427, 60.20189519908013]","[24.96343824711348, 60.20770025685017]",0.8147796942282601,1467.2,263.7,999.3,719.5,1373.2,274.6
22,"[24.962358277614012, 60.24199355588548]","[24.92969199218993, 60.19482065854921]",5.546987347501596,7593.2,1108.7,6437.1,4634.6,6849.1,1369.7
23,"[24.885513628431525, 60.26306622004608]","[25.079996876750045, 60.206857063247554]",12.422707506513317,18426.4,1851.5,14843.3,10687.0,15735.0,3198.6
24,"[25.05337213606223, 60.263747718384224]","[25.02753563885041, 60.18898300506319]",8.434972262681557,15302.6,1583.3,10964.2,7894.1,11281.3,2321.5
25,"[24.934611641608164, 60.18517979251814]","[24.85879169045324, 60.22088351673847]",5.7717731091139175,6917.6,1012.7,6807.4,4901.2,7027.6,1478.8
26,"[25.13377157757614, 60.22194997908751]","[25.072696355766293, 60.25781985149307]",5.2222573756664135,7527.8,1111.7,6068.3,4369.1,6121.0,1258.3
27,"[24.977955325142776, 60.18271670059332]","[24.88689671814362, 60.17964271693593]",5.046462813873517,,,7318.4,5269.1,,
28,"[25.140563007429915, 60.22041197842818]","[24.95042238810391, 60.22843910935633]",10.53740262280796,20054.6,1821.2,12922.7,9304.2,13348.1,2743.5
29,"[25.130061544022343, 60.20580490293046]","[24.96880390447581, 60.20171143207118]",8.921851365785857,15126.9,1647.4,11926.5,8586.9,12097.6,2443.5
30,"[25.02087400437275, 60.22577795191704]","[24.94496404757926, 60.26012969430685]",5.669320413903908,9416.1,1117.5,6927.0,4987.3,6940.0,1392.8
31,"[24.935862372389707, 60.21864488660194]","[25.03166510700196, 60.17521181358886]",7.166430029088442,12995.0,1644.7,11425.5,8226.2,12003.0,2495.1
32,"[25.069901724312228, 60.19072130411939]","[25.013848761977272, 60.18424135724936]",3.181392832075772,4408.7,852.3,4016.1,2891.5,4480.9,955.5
33,"[25.10693477481775, 60.231876020866174]","[24.854650123618697, 60.20646105124808]",14.217046826163273,19541.5,2091.1,16775.6,12078.2,16696.4,3347.4
34,"[24.936268501409444, 60.17457811036215]","[24.9878251936586, 60.24365480089234]",8.192076380212049,12465.6,1527.3,9395.6,6764.7,9923.0,2029.4
35,"[25.01637464380597, 60.19176852818693]","[25.057303929635147, 60.24246573863032]",6.073648670172279,10229.5,1188.4,7369.6,5306.0,7346.4,1614.6
36,"[25.00930621718408, 60.23558691702576]","[24.98491786755673, 60.231441517520665]",1.4230684873918178,7103.0,1054.6,2356.7,1696.8,2807.0,612.4
37,"[25.03207197041629, 60.1737974644518]","[24.949779926619723, 60.17336252733803]",4.551456889880992,10246.9,1517.2,8809.5,5039.9,10083.3,2033.8
38,"[24.965230699194237, 60.22177258796958]","[24.971146140088592, 60.20934644412874]",1.4198307614741006,3609.5,700.9,1879.7,1353.4,2011.0,415.2
39,"[25.02772577817584, 60.24111814332941]","[25.118120434054457, 60.23777695576955]",5.003104220753827,10002.8,1100.6,6354.6,4575.3,6571.7,1320.1
40,"[25.12490725068453, 60.21123795806628]","[24.95967037655206, 60.213711314530485]",9.131820574044218,13879.7,1446.5,11652.8,8389.8,11827.6,2386.6
41,"[24.90584028588387, 60.15691459579724]","[25.045226618161728, 60.16382178856729]",7.750076686211883,14073.0,1967.8,12797.4,7911.0,14650.5,2992.3
42,"[24.960038227325448, 60.19683795022424]","[25.047535999610325, 60.17978017899853]",5.195532088630545,8834.1,1118.2,7268.3,5233.0,7463.1,1522.3
43,"[24.988585927119424, 60.23126141892624]","[24.96464697838425, 60.24524587327296]",2.040584439598519,6138.6,772.4,2574.6,1853.7,2712.5,566.2
44,"[25.18717645623264, 60.2100645494174]","[24.852858497351544, 60.238737720171024]",18.734273768569572,25057.8,2141.8,22327.1,16075.3,23057.6,4644.7
45,"[24.86308847176315, 60.22092567430133]","[24.855679674625247, 60.25228449365631]",3.5108418621469757,4748.0,662.4,4369.3,3145.8,4296.4,898.2
46,"[24.925798425778694, 60.19626576999479]","[24.938005927410853, 60.225107743040496]",3.277217682399265,4047.1,612.9,3631.0,2614.3,3649.8,740.5
47,"[24.91983869855841, 60.16242191996327]","[24.85465924013557, 60.18272177658695]",4.253278251812022,8375.6,896.7,6167.7,4440.6,7255.3,1465.7
48,"[24.955699752768197, 60.17040639151028]","[24.999410952301183, 60.22833835609629]",6.879752525627193,8564.3,1380.8,7938.9,5715.8,8676.7,1765.9
49,"[25.00855076102033, 60.22236288004432]","[24.92289228216478, 60.197574577494166]",5.476354288328705,8939.7,1409.2,6407.2,4613.1,6945.1,1458.8
50,"[24.845749049992165, 60.25271137515942]","[25.13535764053386, 60.21163951269449]",16.627822130445473,21196.0,2280.3,19983.4,14387.8,21443.6,4318.7
51,"[24.92623532044752, 60.23989196810376]","[24.943259276640138, 60.209847557864926]",3.4705244641447885,5008.3,474.6,3943.1,2838.9,4113.1,822.6
52,"[25.05818479388958, 60.20110496619514]","[24.912564139374616, 60.25505302826985]",10.031481112322872,15344.2,1577.0,11983.6,8628.1,13301.6,2692.8
53,"[24.95002819269374, 60.17142340551035]","[24.94027628323869, 60.2154949418745]",4.930084738081219,5802.0,1204.2,5399.9,3887.8,5661.1,1166.2
54,"[24.950452765567245, 60.25454870763825]","[25.16756581501371, 60.20052962975512]",13.40847343043377,21035.9,1988.1,16759.9,12066.9,16682.4,3400.4
55,"[24.9182582223626, 60.18645877850447]","[24.944554582975098, 60.23400943151719]",5.483326650887598,9768.4,1069.3,6050.3,4356.1,6519.6,1321.8
56,"[25.05096516159165, 60.18986834038024]","[24.9357555120715, 60.2540955586606]",9.564710668546931,17740.0,1897.0,11885.1,8557.1,12624.4,2894.1
57,"[24.987603293714884, 60.256331136134456]","[25.114637156413057, 60.199669511992205]",9.428287442634954,13352.5,1564.3,11317.7,8148.6,12074.2,2430.4
58,"[25.14639921341963, 60.209528803703456]","[24.91083647746157, 60.170867663867625]",13.712591927756137,16463.0,2175.6,16225.7,11682.2,17216.0,3459.6
59,"[24.97416451837598, 60.20640057378542]","[24.940004784633867, 60.21017750646604]",1.933388851774496,4312.4,724.0,2509.5,1806.7,2800.3,612.6
60,"[24.94184242218269, 60.24053775338912]","[24.852114472442487, 60.25247759015714]",5.12633013421823,8039.2,986.3,6212.8,4473.1,6566.9,1379.8
61,"[25.00164044298108, 60.24116771674046]","[24.98776087026152, 60.2783089830215]",4.200284354365904,6228.8,820.1,5065.7,3647.2,5081.6,1039.6
62,"[25.05529437621227, 60.1839275481421]","[24.917222448438466, 60.157419828324976]",8.18588486494082,11036.0,1809.3,10319.7,6127.1,11967.7,2441.4
63,"[24.968315199477463, 60.166382739913786]","[25.167873177918377, 60.23964701244189]",13.70972094951276,20343.8,2056.5,18146.3,13065.0,19898.8,4173.9
64,"[25.044908960642267, 60.21350924308677]","[24.8530025517052, 60.224924395711234]",10.674457452851321,17269.8,1871.3,12872.0,9267.6,13133.3,2648.6
65,"[25.24768351563005, 60.29091061382957]","[24.921105155838426, 60.20365567498352]",20.466826141054167,27474.3,2146.1,24703.2,17786.1,24644.7,5189.5
66,"[25.21090069917956, 60.2808443821752]","[25.059898686480302, 60.201652640330245]",12.124214744950255,,,14217.7,10236.7,14847.6,3162.1
67,"[24.856912149211087, 60.25095917374786]","[25.036949519561635, 60.17437210939458]",13.093153355637474,18450.8,2292.8,17646.5,12705.3,18318.0,3667.9
68,"[24.908519601381627, 60.15548819646089]","[24.93719905731117, 60.20467388713351]",5.694466984241013,6712.5,1205.8,6688.9,4815.9,7031.4,1441.8
69,"[25.04598610548891, 60.2060217581585]","[24.877689358429254, 60.242732530651786]",10.150326140193373,17470.0,1659.3,12574.4,9053.4,13503.6,2934.7
70,"[24.88215992501919, 60.21243911160449]","[24.93378549111201, 60.18813600232137]",3.929586273661047,5580.8,681.7,4748.0,3418.5,5082.9,1070.0
71,"[24.996893987320785, 60.25891832796136]","[24.88762401408088, 60.239552701934265]",6.402300095712051,8954.7,979.6,7470.9,5378.9,7829.5,1664.4
72,"[24.96820177065602, 60.265560961786]","[25.17100584946156, 60.25052680006838]",11.311531296558107,15411.3,1447.7,13728.4,9884.3,15352.9,3106.7
73,"[25.033020290482543, 60.28240328506273]","[24.89441182770964, 60.22250973674917]",10.140820701512423,13641.8,1439.4,12224.6,8801.5,13862.2,2872.5
74,"[25.07782037730605, 60.222517324591365]","[24.90971204664465, 60.16231019242133]",11.45251631613811,14471.9,1998.8,13513.9,9729.8,14925.7,3040.4
75,"[25.05610513067513, 60.20572725042804]","[25.039529843362068, 60.1871152188291]",2.2632434497348846,2927.5,535.1,2743.0,1974.9,2897.2,589.4
76,"[25.072096366074017, 60.23068215197603]","[24.891242080190658, 60.16106153441598]",12.642740493695992,16896.4,2146.3,15300.9,11016.4,15727.0,3155.3
77,"[24.96240182198645, 60.21653999569523]","[25.152410101757027, 60.224089756604926]",10.52706614018174,17145.7,1234.3,12993.8,9355.4,13491.9,2757.3
78,"[24.94282403607428, 60.23130137569888]","[24.847324883422026, 60.23615515985032]",5.299505913580986,8288.5,1033.1,6490.7,4673.2,6700.9,1423.8
79,"[24.856750166279625, 60.24316460320952]","[25.17008298188741, 60.19886542996741]",17.991421748234302,26569.8,2505.1,21601.3,15552.6,22439.6,4590.5
80,"[25.16907460759725, 60.24170890259596]","[24.9170524051371, 60.240548708018906]",13.910124692190646,,,16570.6,11930.7,17526.2,3689.9
81,"[25.095007482352024, 60.21745724608115]","[25.103098305975905, 60.225767136082354]",1.0263770357022373,1671.9,255.5,1240.4,893.1,1210.4,242.1
82,"[24.92438260184626, 60.22237695327127]","[24.92483515248361, 60.16488091758685]",6.393316401417608,8443.2,1236.0,7431.9,5350.8,8510.7,1835.3
83,"[25.154517978222824, 60.26403797405547]","[25.06009704166558, 60.27397340263357]",5.322730036233215,6723.6,710.3,7217.7,5196.7,8100.9,1690.3
84,"[24.982662117863367, 60.18439905824669]","[24.999142113357724, 60.20637943483858]",2.608306875112584,,,5492.7,3954.7,,
85,"[24.900810834256085, 60.246748392387474]","[24.91867700653503, 60.21176248124076]",4.0133674353108395,6647.1,820.2,4723.5,3400.9,5146.7,1196.6
86,"[24.85214023965381, 60.23337737534445]","[25.072299506568456, 60.26885142998814]",12.771653139776705,18706.9,1826.9,14927.0,10747.2,15717.5,3153.3
87,"[24.994183873115414, 60.18574494609052]","[25.0571423285886, 60.191024118209526]",3.5295349010148227,4020.5,560.6,4262.4,3068.9,4301.8,860.3
88,"[24.833294936589308, 60.25116915665129]","[24.936787928115216, 60.198449071881946]",8.186841064852777,9549.1,1177.6,8888.3,6399.5,9093.7,1823.0
89,"[24.9263092096149, 60.207994429310425]","[24.944207918544077, 60.22383242198373]",2.0196186076955214,5558.4,757.6,2390.9,1721.4,2391.9,487.0
90,"[25.02042426331804, 60.253513842224216]","[24.94586020051348, 60.21553893530997]",5.896876557370206,8867.0,961.3,6700.9,4824.5,7079.0,1421.9
91,"[24.93861600985412, 60.22876168108927]","[24.935842762484103, 60.19271476981808]",4.0111604234241645,4840.9,637.8,4535.9,3265.8,4547.7,930.0
92,"[24.88277571908577, 60.20088371369226]","[24.85340353744721, 60.218330361763726]",2.529138998091144,3712.6,568.7,3363.4,2421.6,3392.5,686.4
93,"[24.896756244264875, 60.21736581967109]","[24.94400537287657, 60.18694034316151]",4.273448330616222,6768.8,939.5,4975.0,3581.9,5567.7,1187.6
94,"[24.95583540595627, 60.17792847666441]","[24.994178176956066, 60.24191668795885]",7.423773292841087,12757.1,1289.4,8508.8,6126.2,9408.4,1915.0
95,"[25.068905481815, 60.25008889300793]","[25.068616101129034, 60.21884312864919]",3.474407200230933,8780.9,805.4,4232.0,3047.0,4748.6,992.5
96,"[24.99749786276438, 60.23141675983378]","[25.10833616103305, 60.21310005366487]",6.4508436954981745,8787.6,1175.0,7584.7,5460.9,8064.3,1637.3
97,"[25.20396177132483, 60.23809026270648]","[25.01576803525656, 60.22503034498234]",10.490760221031431,17168.6,1812.5,14263.8,10269.8,14242.3,3044.3
98,"[25.13877195619871, 60.22095857682301]","[24.928340593751784, 60.24391359603252]",11.894248202743576,18540.5,1612.8,13893.6,10003.3,13861.1,2821.8
99,"[24.943831235745574, 60.18644810794311]","[24.94115753426272, 60.194204462172976]",0.875038902016714,1498.9,279.5,1141.7,822.0,1328.5,265.7
100,"[24.912494966218635, 60.196847693614856]","[25.12663557247605, 60.22017963137096]",12.111673984300474,21214.2,2094.2,14720.9,10598.8,15163.6,3165.2
101,"[24.86382614517389, 60.20177389991868]","[25.04471148754177, 60.24542019036429]",11.105326091820235,14756.8,1644.8,12755.9,9184.0,13369.2,2736.3
102,"[24.983850968901148, 60.26958298758977]","[25.07489270105616, 60.2661746893022]",5.034927976712604,6028.0,795.9,5734.6,4128.8,5752.3,1150.4
103,"[24.94365968079587, 60.22159092478623]","[24.85552341679912, 60.25129754394048]",5.880506160354603,8810.5,1066.6,7229.5,5205.2,7467.6,1534.6
104,"[25.15011077950841, 60.21256713947134]","[24.96022415504736, 60.18239712242787]",11.017302777721705,12914.6,1486.8,12944.7,9320.0,13173.1,2635.5
105,"[25.12342335401178, 60.20229287385207]","[24.99452635254946, 60.25266931861137]",9.057027334989478,11569.1,1488.4,10662.1,7676.6,11099.5,2239.2
106,"[24.88167589912514, 60.16419553630305]","[24.92161823128897, 60.25353532725557]",10.176261100450551,19159.7,1874.0,12997.7,9358.1,15062.4,3282.6
107,"[25.094419987768973, 60.16155420637028]","[24.945971641186286, 60.15848223735742]",8.220493368201527,14420.6,2207.1,13546.5,8450.4,15209.1,3088.9
108,"[24.94044210374068, 60.19777260067121]","[25.036889958973216, 60.17435796571923]",5.933767599224292,8967.1,1138.5,9049.1,6515.2,9616.3,1927.3
109,"[25.02280972134881, 60.27617460888889]","[24.92206524101408, 60.164789883539534]",13.57769858578229,21227.5,2270.7,15718.4,11317.0,16547.2,3412.9
110,"[25.048042182283996, 60.20290007738532]","[24.90885970964175, 60.19299392095084]",7.770311180350969,9929.3,1259.8,9256.7,6664.7,9306.1,1861.4
111,"[24.92601215657086, 60.23137083526596]","[24.87800557552455, 60.22495863948517]",2.744836196623256,7006.4,912.8,3306.7,2380.7,3771.1,765.1
112,"[24.92071842116215, 60.2678758940581]","[24.936768008619893, 60.1887916909528]",8.838298117023383,,,9784.7,7044.9,10655.6,2257.0
113,"[25.2207617260122, 60.2736932560258]","[24.957043964153467, 60.21306123616407]",16.039751097105977,16791.6,880.8,18903.3,13610.2,19521.4,4069.1
114,"[24.91266068745118, 60.22788186051199]","[24.978446845378507, 60.2177526442574]",3.8034725548214854,6350.5,936.0,4614.9,3322.7,5074.0,1088.4
115,"[25.068740472338483, 60.22828813097728]","[24.863061916205226, 60.22181364087756]",11.38011134555164,15661.4,1503.2,13750.2,9900.0,14211.7,2842.2
116,"[24.87268959557058, 60.24781378708382]","[24.994475091810376, 60.23101496632904]",6.976614415339878,14573.0,1703.3,8933.9,6432.3,9485.9,2034.6
117,"[24.975910121339776, 60.25151894397903]","[24.96142737024998, 60.197650850370586]",6.043010608799953,11418.5,1019.7,6747.9,4858.4,7123.4,1473.7
118,"[24.93483802406851, 60.2130108840606]","[24.94304710889212, 60.15819648857908]",6.111955867501472,7288.2,1257.7,6962.7,5013.1,7400.4,1564.7
119,"[24.951187312225738, 60.15999971529522]","[25.010307550700706, 60.24755787527095]",10.269432017660979,15220.7,1945.3,11988.9,8631.8,13261.2,2697.4
120,"[25.11542526070832, 60.23303964693922]","[25.03309002678547, 60.19684337532546]",6.073081415869548,7776.0,961.9,7383.3,5315.9,7788.9,1564.7
121,"[25.131685402045456, 60.23524343507858]","[25.084763464282183, 60.25949594272184]",3.738514467863186,5510.9,783.6,4546.3,3273.3,5290.7,1127.5
122,"[24.97962635301132, 60.21021131134949]","[24.978041144527158, 60.219250188958654]",1.0088842089824201,5923.9,631.0,1218.5,877.3,1339.9,315.3
123,"[25.150789904161236, 60.22297577156907]","[24.93086007002501, 60.21864997220905]",12.155344559160243,21365.5,1754.9,15222.6,10960.1,15854.5,3191.7
124,"[25.09017738949997, 60.20829606550501]","[25.123890819942435, 60.2014577370982]",2.0119804351590895,2971.6,444.0,2387.6,1719.0,2723.4,564.1
125,"[24.88201260651962, 60.14777665844742]","[25.18009726292065, 60.234632209701374]",19.098719969598402,25744.3,2945.0,23016.3,16571.3,24589.1,5328.5
126,"[24.921505954847223, 60.210138559578986]","[25.219999210905264, 60.247559418387006]",16.99768215079678,22705.8,1781.9,20822.7,14992.1,20792.0,4214.9
127,"[24.94594351805557, 60.18699233835768]","[24.944949077528733, 60.23827292917068]",5.702406128968715,8347.1,1176.6,6325.2,4554.0,6446.6,1292.6
128,"[24.92725006547417, 60.24095071073008]","[24.91145692235285, 60.17438062756291]",7.453503414069632,8764.0,1298.6,8319.5,5989.9,9181.9,1994.5
129,"[24.957714620962477, 60.154009982786135]","[24.96731814625536, 60.21808726337919]",7.144822134116961,9038.4,1563.2,8219.8,5918.1,9247.8,1872.0
130,"[24.95881786931293, 60.18951412032965]","[24.929456666278156, 60.23915232180596]",5.7528564815857175,6918.0,1022.7,6484.4,4668.7,6759.3,1351.8
131,"[24.990661071451857, 60.21304579917298]","[25.10187623906453, 60.21448138599264]",6.145354331096744,10348.4,1017.7,8387.5,6038.9,9036.3,2010.0
132,"[25.07292150827097, 60.2742862928236]","[24.920373333292492, 60.18735854031567]",12.820325154972048,15579.2,1426.4,14934.1,10752.4,15367.9,3142.9
133,"[25.018484145824413, 60.28761791101027]","[24.985590580070006, 60.26169614672409]",3.405461816000001,5582.3,748.5,3900.6,2808.4,4361.3,903.4
134,"[25.12961612091724, 60.20214119134992]","[24.93901215682621, 60.16061198153239]",11.506239621975125,15554.2,2128.2,14550.0,10475.8,15857.3,3212.6
135,"[24.97596639103778, 60.24034224115631]","[24.9394571713864, 60.233647357424445]",2.1483623241238172,4130.3,726.1,2846.4,2049.4,3403.5,693.4
136,"[25.133958533147634, 60.19629145882985]","[24.973793200293763, 60.2049582949279]",8.903034892090691,15360.9,1634.9,12654.2,9110.9,12930.0,2611.9
137,"[25.14156125814012, 60.20328201163053]","[24.897140874508533, 60.25681293866349]",14.748998627261264,18799.5,1986.7,17634.0,12696.2,17751.6,3575.6
138,"[24.915708116718008, 60.172127199555575]","[25.126381924355343, 60.23212734336887]",13.41756525948887,15501.1,1935.6,15738.1,11331.2,16376.9,3277.9
139,"[24.95002349130623, 60.17336748245976]","[24.95027227922363, 60.24712324832221]",8.201278490981757,11301.0,1703.8,9428.0,6788.0,9926.0,1999.6
140,"[24.857116374692023, 60.2189053980116]","[24.912338383584142, 60.24340047698684]",4.088204781787022,7227.4,972.3,5081.6,3658.7,5240.3,1079.9
141,"[24.942934821835102, 60.16916974812822]","[25.142597298689463, 60.20621335181246]",11.781212875314404,14293.0,1616.8,14247.8,10258.2,14728.6,3018.7
142,"[24.95040567115645, 60.21594549839144]","[25.01015977488755, 60.28670063099827]",8.53046772241767,11611.1,1036.0,9973.6,7180.9,10806.4,2196.7
143,"[25.09696335657608, 60.2426922892242]","[25.04766527859769, 60.1935501334328]",6.1051295000607455,8043.6,1113.4,7326.8,5275.2,8011.9,1613.0
144,"[24.87217548128511, 60.1456680009071]","[24.91997132795836, 60.16925564545757]",3.7247133902640126,5129.2,703.9,4573.5,3292.8,4786.4,997.3
145,"[24.853002630834464, 60.24894774617913]","[24.868194809811623, 60.20121061974296]",5.374006475428551,9907.9,910.6,6369.4,4585.9,6798.1,1381.8
146,"[25.01902599015799, 60.24258329342696]","[24.981424961681693, 60.19308560142189]",5.8826590403482175,9457.7,883.8,7273.1,5236.6,7887.0,1578.0
147,"[24.93948041150456, 60.19198163512883]","[25.073482051244888, 60.21571338634149]",7.860381295883637,9752.4,1177.8,9882.9,7115.6,9758.2,1960.7
148,"[24.913505789200265, 60.20529738182808]","[24.87193101084324, 60.20651518722004]",2.301037482723766,3950.8,611.8,2828.3,2036.3,2926.0,601.6
149,"[25.053834005604205, 60.17803516433233]","[24.90746477911044, 60.153261460312855]",8.552740598105725,12122.9,1948.0,11383.0,6892.7,13216.2,2684.5
150,"[25.09357801802567, 60.22167175390901]","[24.927163591768537, 60.19230340344327]",9.756981625533903,13446.8,1561.8,12264.0,8829.9,12641.3,2545.0
151,"[25.084366331512765, 60.26475672391314]","[24.88527369896196, 60.234928502061706]",11.475119101344903,13494.6,1156.5,13548.9,9755.0,13387.5,2684.6
152,"[25.066955147873983, 60.243266589189744]","[25.0342613847065, 60.27422230452913]",3.885952348561478,7582.1,1099.2,5619.6,4046.0,6128.1,1249.3
153,"[25.04598196393965, 60.23834235142443]","[24.87604452813216, 60.21252116742205]",9.81306067515699,17801.5,1635.2,11575.0,8333.9,11596.4,2341.9
154,"[24.868854240126783, 60.23403637876453]","[24.84307947106557, 60.24188765992073]",1.669196811939209,5036.9,581.6,1909.6,1374.9,1905.6,389.1
155,"[25.035414313767443, 60.173666175114654]","[24.982923347503416, 60.23243700046362]",7.149752217686557,14170.6,2104.6,10099.1,7271.3,10701.0,2441.4
156,"[25.00592695248484, 60.25252210951029]","[24.956826362075272, 60.1843870922749]",8.04697478228542,11363.9,1322.4,9337.1,6722.5,9537.2,1940.7
157,"[25.12803772839374, 60.20723939096767]","[24.974174990361966, 60.20484657727272]",8.505201088425226,15201.4,1666.3,11576.3,8334.8,11808.9,2380.7
158,"[24.940508476935683, 60.240434176431286]","[24.935132058582784, 60.17324883454767]",7.476572269223651,9046.5,1285.8,8491.4,6113.7,8587.6,1747.5
159,"[24.987745830858536, 60.14325829248]","[25.162285336308223, 60.22976029332054]",13.624381917146557,,,20069.9,13691.0,21535.8,5464.6
160,"[24.951985075751427, 60.17889286706937]","[24.94998180964149, 60.19649270916656]",1.96014405070564,3989.7,731.8,2434.7,1752.9,2805.2,587.1
161,"[24.90040479847285, 60.22112953968856]","[24.9441415305008, 60.16506483771358]",6.6864160506304735,7938.6,1253.4,7434.4,5352.6,7781.7,1655.1
162,"[25.04690474448264, 60.170225990059485]","[24.856471853058476, 60.22206234998162]",11.99971327405934,15479.0,2090.3,15226.9,10963.1,15991.9,3206.4
163,"[24.899250300570024, 60.16357144277836]","[25.03419438994534, 60.20429967301464]",8.727724668241784,10932.1,1666.0,10494.7,7556.0,10943.6,2204.8
164,"[24.943896617029367, 60.25881044707855]","[25.00558228223815, 60.25175872616819]",3.492233187725534,5129.7,726.2,4200.9,3024.6,4339.6,929.7
165,"[25.009203524137533, 60.22827216752737]","[25.12683691332671, 60.22420274898527]",6.511080030571215,11985.6,845.4,7873.1,5668.6,8071.0,1648.2
166,"[25.05575755064204, 60.2358918870358]","[25.076522312794125, 60.207861239548016]",3.32111575089847,5460.0,697.0,3787.4,2726.8,3971.3,823.0
167,"[24.966017135359927, 60.255785283052646]","[24.973328754544184, 60.23499039756164]",2.3472256439759276,4069.4,682.6,3095.0,2228.4,3377.7,761.6
168,"[25.06875137094392, 60.21658782352885]","[24.92388144118968, 60.207284353761565]",8.069327575355418,11234.7,1609.3,9817.2,7068.3,9829.2,1975.0
169,"[25.057564289160812, 60.24945943791084]","[24.90224493682293, 60.21281596134501]",9.493781575628587,12776.2,1478.0,10909.5,7854.7,11302.0,2279.4
170,"[24.973024881533863, 60.16529463658512]","[25.05763972168973, 60.21806721151533]",7.503934049386402,10904.6,1394.6,10962.3,7892.7,11572.9,2344.2
171,"[25.07673115981384, 60.23877515770815]","[24.883016145644905, 60.19320050297424]",11.839087435195976,15963.6,1869.3,13980.8,10066.0,14463.3,2979.9
172,"[25.104860901873806, 60.2360527823245]","[24.908429436640823, 60.25815582584593]",11.114549880617343,,,13205.2,9507.6,14905.9,3035.5
173,"[24.91103083346177, 60.26661698359928]","[25.086604113542684, 60.23572420686667]",10.278237425270605,,,12827.5,9235.7,13660.6,2793.5
174,"[25.05368999038788, 60.19000649144596]","[24.858941292775118, 60.16367083365965]",11.16062968201139,13469.3,1995.2,13037.8,8084.1,13891.5,2811.5
175,"[25.033088403726627, 60.24062035191411]","[25.127446681198077, 60.2027688297292]",6.698365977209258,7538.8,934.8,7854.3,5655.0,8295.5,1659.0
176,"[24.95245734574102, 60.210299210160926]","[24.97788752032996, 60.18332648201135]",3.3121934002249835,5206.9,761.5,3897.3,2806.0,4323.6,912.6
177,"[24.89724472250334, 60.22445266948814]","[25.14975075070612, 60.2030050446144]",14.150301990082626,17968.7,1996.1,16979.4,12224.9,17380.1,3484.8
